day,month,year,dayname,season,stadium,city,state,attendance,capacity,game_id,summary
7,January,2018,Sunday,2017,American Airlines Center,Dallas,Texas,20200,19200,4327,"The New York Knicks defeated the Dallas Mavericks , 100 - 96 , at American Airlines Center on Sunday evening . The Knicks ( 19 - 21 ) came into the contest looking to put an end to what had become a dangerously prolonged stretch of losing . New York had fallen in seven of their previous eight games coming into Sunday , and they faced what was a tougher challenge than might have appeared on the surface against a Mavericks ( 13 - 28 ) squad that had notched nine of their victories at home . However , the visitors laid a solid foundation by generating a 33 - point first quarter and eventually forging a 56 - 52 halftime advantage . Both teams then notably matched each other point for point in the second half , which was enough to afford the Knicks a four - point victory . New York got it done with their big men , as Enes Kanter , Kristaps Porzingis and Kyle O'Quinn brought in 37 of the team 's 59 boards . Porzingis paced the Knicks with 29 points , which he supplemented with eight rebounds , one assist and one block . O'Quinn followed with a 15 - point , 11 - rebound double - double that also included three assists , one steal and one block . Kanter posted 13 points , 18 boards , one assist and one steal . Jarrett Jack accounted for 12 points , eight dimes , three rebounds and one block . Courtney Lee poured in 11 points and added five rebounds and two assists . Harrison Barnes tallied 25 points , seven rebounds and three assists to pace the Mavericks . Wesley Matthews supplied 14 points , one rebound , one assist , two steals and one block . Dennis Smith , Jr. registered 11 points , five assists , three rebounds and two steals . Salah Mejri , J.J. Barea and Devin Harris all matched Smith 's scoring total while coming off the bench . Mejri also had seven rebounds and one assist , Barea posted three assists , two rebounds and one steal , and Harris mustered six assists , five rebounds and one steal . The Knicks head back home to face the Chicago Bulls on Wednesday evening , while the Mavericks remain home to tangle with the Orlando Magic on Tuesday night ."
6,April,2018,Friday,2017,Capital One Arena,Washington,Washington,19600,20400,4919,"The Atlanta Hawks defeated the host Washington Wizards , 103 - 97 , at Capital One Arena on Friday evening . The first quarter started off tight and featured multiple lead changes before the Wizards emerged with a one - point , 22 - 21 , lead heading into the second quarter . The Hawks started the second with a 17 - 6 run , which put them ahead 38 - 28 , mid way through the quarter . They managed to hang on to the lead , as they went into halftime with a 52 - 48 lead . The third quarter was tight the whole way , but the Hawks maintained their advantage and took an 81 - 77 lead into the final frame . The Wizards fought back in the fourth and tied it up just four minutes into the quarter . They took the lead and pushed it to a 93 - 87 advantage with 5:20 remaining . However , the Hawks took over down the stretch , as they outscored the Wizards , 16 - 4 , in the last five minutes , to take the win . Taurean Prince led the Hawks with 23 points , five assists , four rebounds and two steals , in 34 minutes . Tyler Dorsey followed up with 22 points , three rebounds , one assist and one block , in 32 minutes off the bench . Dewayne Dedmon chipped in 12 points , 14 rebounds , three assists , one steal and one block , in 31 minutes . John Collins tallied 10 points , 10 rebounds , five assists and one block . The Hawks shot 48 percent from the field , including 11 - of - 32 from long range . Meanwhile , Bradley Beal led the Wizards with 32 points , three rebounds , three assists , one steal and one block , in 40 minutes . Kelly Oubre Jr. followed up with 13 points , seven rebounds , three steals , two assists and one block , in 31 minutes . Otto Porter Jr. added 10 points , seven rebounds and two assists , in 34 minutes . The Wizards shot 40 percent from the field , including 9 - of - 25 from long range . The Wizards ( 42 - 38 ) will look to bounce back as they play host to the Celtics on Tuesday . The Hawks ( 23 - 57 ) take on the Celtics in Boston on Sunday ."
14,November,2018,Wednesday,2018,Capital One Arena,Washington,Washington,14500,20400,6115,"The Washington Wizards defeated the Cleveland Cavaliers , 119 - 95 , at Capitol One Arena on Wednesday evening . The Wizards ( 5 - 9 ) came into the contest showing some signs of life after a dreadful start , as they 'd notched consecutive wins against the Heat and Magic in their prior two games . However , Cavaliers ( 2 - 12 ) were feeling good in their own right , having surprised the Charlotte Hornets by a 113 - 89 margin Tuesday . The possibility for a letdown therefore existed , and the first quarter indicated that 's exactly what was in the cards . Washington forged a 41 - 29 lead after 12 minutes that they 'd expanded to 73 - 52 by halftime . That essentially allowed the home squad to tread water in the second half and still finish with a comfortable victory . Although the Wizards were guilty of 17 turnovers on the night , they forced 23 from the Cleveland while also holding them to a 19 percent success rate from three - point range . Rookie Collin Sexton paced the Cavaliers with 24 points and added three rebounds and two assists . David Nwaba followed with 11 points off the bench , which he partly supplemented with seven rebounds . Larry Nance , Jr. and Rodney Hood generated matching 10 - point tallies on the starting five . Nance also had six rebounds , five assists , four steals and two blocks , while Hood had a pair of rebounds and assists each . Andrew Harrison supplied 10 points on the second unit as well , while Tristan Thompson registered nine points , eight boards , two assists , two steals and one block . Bradley Beal led the Wizards with 20 points while also recording three rebounds , three assists and three steals . Otto Porter , Jr. provided 15 points , four rebounds , three assists and two steals . Austin Rivers poured in 12 points off the bench . Markieff Morris and Dwight Howard had 11 and 10 points , respectively , with Howard also grabbing seven boards . John Wall mustered eight points , nine assists , five rebounds , two steals and one block in just 21 minutes . The Cavaliers are off until next Monday , when they 'll take on the Detroit Pistons in Motown . The Wizards remain home and await a visit from the Brooklyn Nets on Friday evening ."
9,April,2018,Monday,2017,American Airlines Arena,Miami,Florida,19600,19600,4058,"The Oklahoma City Thunder defeated the Miami Heat , 115 - 93 , at AmericanAirlines Arena on Monday . The Thunder ( 47 - 34 ) knew they were fighting for their playoff chances down the stretch , but that was n't clear right from tip - off . It was n't noticeable that the Heat ( 43 - 38 ) had already clinched a berth in the Eastern Conference , either , as Miami had no problems to tame Oklahoma City early on . The Heat quickly jumped to a 27 - 21 lead in the first quarter , and they managed to hold on to their lead after the second ( 25 - 28 ) and third quarters ( 29 - 27 ) . But Thunder turned things around with an awesome fourth quarter ( 39 - 12 ) that not only sealed them a huge road win , but also clinched a playoff spot in the Western Conference . Paul George was the top scorer for the Thunder , as he finished with 27 points ( 7 - of - 19 FG ) and three rebounds . Russell Westbrook did his part too , and he finished with a strong triple - double of 23 points , 18 rebounds and 13 assists . Carmelo Anthony chipped in with 11 points , but he only went 4 - of - 11 from the field . Jerami Grant had 17 points and five boards in 21 minutes coming off the bench . Josh Richardson led the way for Miami with 18 points , three rebounds and three assists . Hassan Whiteside had 16 points and eight boards . Tyler Johnson delivered 12 points , four boards and four dimes . Justise Winslow chipped in with 12 points and nine rebounds in 34 minutes off the bench . Goran Dragic struggled , however , and only had four points on 2 - of - 10 from the field though he did add seven assists ."
11,April,2018,Wednesday,2017,Golden 1 Center,Sacramento,California,17600,17600,4182,"The Sacramento Kings closed out the regular season by defeating the Houston Rockets , 93 - 86 , at Golden 1 Center on Wednesday night . Houston ( 65 - 17 ) was coming off a back - to - back and had already secured the league 's top overall record , and thus opted to rest a number of key players . James Harden , Chris Paul , Clint Capela , and Eric Gordon all sat out for rest on Wednesday . With the powerhouse Rockets severely undermanned , the Kings ( 27 - 55 ) were able to close out the season on a high note . Sacramento took an early lead and never looked back , never trailing over the final three quarters of the game . Willie Cauley-Stein led Sacramento with 22 points and 11 rebounds . The Kings largely scored by committee , as seven players scored in double figures despite the team only putting up 93 points in total . Buddy Hield was the top scorer off the bench , finishing with 14 points as well as five rebounds and five assists . The Rockets , meanwhile , were led by 31 points from Gerald Green . Despite Green 's stellar contribution , the Rockets largely struggled on offense . shooting under 38 percent from the field and hitting only eight free - throws . R.J. Hunter added another 19 points for the Rockets while receiving a spot in the starting lineup . Sacramento will not suit up again until next season . Houston , meanwhile , will gear up for the first round of the 2018 NBA Playoffs , in which they will face the Minnesota Timberwolves ."
17,December,2018,Monday,2018,Chesapeake Energy Arena,Oklahoma City,Oklahoma,18200,18200,5960,"The Oklahoma City Thunder defeated the Chicago Bulls , 121 - 96 , at Chesapeake Energy Arena on Monday night . The Thunder ( 19 - 10 ) came out ready to defend home court Monday , and before the contest was over , that would take on more than just the traditional meaning . OKC jumped out to a 64 - 4 halftime lead over the Bulls ( 7 - 24 ) , and things would then deteriorate between the two teams in the second half . A fracas first ensued after Russell Westbrook shoved Kris Dunn after a play . Chicago 's Robin Lopez , who had to be held back by coaches and players during that incident , was then subsequently ejected later in the third quarter for throwing the ball at the Thunder 's Jerami Grant . The dynamic duo of Russell Westbrook and Paul George spearheaded the win , with the former contributing one of his trademark triple - doubles . The power forward tandem of Lauri Markkanen and Bobby Portis co - led the Bulls with 16 points . Markkanen notably added 15 rebounds . Dunn posted 12 points , seven assists , two rebounds and one steal . Cam Payne came off the bench to pitch in 11 points , six assists , three rebounds and two steals . Justin Holiday and Wendell Carter , Jr. delivered nine and eight points , respectively . George paced the Thunder with 24 points , adding eight rebounds , four assists and three steals . Steven Adams tallied 19 points , eight rebounds , one assist and three steals . Dennis Schroder supplied 18 points in 30 minutes off the bench . Westbrook stuffed the stat sheet with 13 points , 16 rebounds , 11 assists and five steals . Grant matched Westbrook 's scoring while adding two rebounds and one assist . The Bulls head back home to take on the Brooklyn Nets on Wednesday night , while the Thunder pay a visit to the Sacramento Kings on Wednesday evening as well ."
31,December,2018,Monday,2018,Chesapeake Energy Arena,Oklahoma City,Oklahoma,0,18200,5962,"The Oklahoma City Thunder defeated the visiting Dallas Mavericks , 122 - 102 , at Chesapeake Energy Arena on Monday evening . The Thunder got out to a great start at home , with a 32 - 21 lead after one quarter . They kept the pressure on through the second and outscored the visitors by six in the quarter , to take a 60 - 43 by halftime . The Mavs picked it up in the third , but could not make a dent in the deficit , as the Thunder matched them for 32 points each in the quarter . The Thunder stayed in control through the fourth and cruised to the revenge win over the Mavs , who had defeated them in Dallas on Sunday . Russell Westbrook led the Thunder with 32 points , 11 rebounds , 11 assists and four steals , in 34 minutes . Paul George followed up with 22 points , four rebounds , four steals and one assist , while Steven Adams tallied 12 points , 13 rebounds , four assists and one steal . The Thunder shot 45 percent from the field , including 6 - of - 24 from long range . Meanwhile , Harrison Barnes led the Mavericks with 25 points , five rebounds , one assist and one steal , in 29 minutes . Luka Doncic followed up with 17 points , six rebounds , three assists and one steal , while Dennis Smith Jr. and Dorian Finney-Smith chipped in 10 points each . The Mavs ( 17 - 19 ) will look to bounce back as they take on the Hornets in Charlotte on Wednesday . The Thunder ( 23 - 13 ) take on the Lakers in Los Angeles on Wednesday ."
8,February,2018,Thursday,2017,Moda Center,Portland,Oregon,19200,19400,4823,"The Trail Blazers defeated the Charlotte Hornets 109 - 103 on Thursday at Moda Center . The Trail Blazers ( 30 - 25 ) looked to be cruising right along and on their way to ending their three - game losing streak , as they carried a comfortable 14 - point lead into the final quarter Thursday night . But , a run from the Hornets ( 23 - 31 ) led by All-Star point guard Kemba Walker ultimately sent the game into overtime . From that point , however , it was all about Portland and C.J . McCollum , as the shooting guard 's dagger floater with 12 seconds remaining put his team up five and the game out of reach . McCollum finished with 22 points in 41 minutes , while Jusuf Nurkic had one of his best games of the season with a double - double of 24 points and 14 rebounds . Damian Lillard struggled shooting the ball Thursday , hitting just 6 - of - 22 shots from the field , but he still finished with 18 points and eight assists . Walker had a tremendous game in defeat for Charlotte , shooting 6 - of - 11 from behind the arc and 13 - of - 26 from the field overall en route to scoring a game - high 40 points in 39 minutes . Frank Kaminsky also served as a key contributor off the bench , scoring 17 points and grabbing six rebounds in 30 minutes as a reserve . Dwight Howard struggled getting the ball in the basket Thursday , scoring just seven points on 3 - of - 11 shooting , but he was dominant on the glass , snagging a game - high 15 rebounds ."
15,November,2018,Thursday,2018,Staples Center,Los Angeles,California,17500,19000,5133,"The Los Angeles Clippers defeated the San Antonio Spurs , 116 - 11 , at Staples Center on Thursday . The Clippers ( 9 - 5 ) have made a statement over the last week , with Thursday 's win serving as their third straight win after the team knocked off both the Bucks and Warriors within the last seven days . Thursday night , Los Angeles let the Spurs ( 7 - 7 ) remain within striking distance , but it never allowed the visiting team to breakthrough . This was thanks in large part to Lou Williams in the closing moments , as his game - winning three - pointer with 40 seconds left put the Clippers up for good . Williams finished with 23 points on 9 - of - 20 shooting in 28 minutes off the bench to lead the way for the Clippers . Danilo Gallinari was close behind with 19 points , while Tobias Harris put together a great all - around performance with 18 points , eight rebounds and assists in 28 minutes . For the Spurs , it was all about DeMar Derozan , who scored a game - high 34 points on 14 - of - 30 shooting to go along with six rebounds , five assists and three steals in 41 minutes . Unfortunately for DeRozan , when the Spurs had a chance to tie the game down three points in the closing moments , their star turned the ball over , and the game was officially out of reach . DeRozan still did n't get much help Thursday night , however , as LaMarcus Aldridge shot a miserable 3 - of - 15 from the field en route to scoring just 10 points in 38 minutes , but he did have a game - high 16 rebounds . Rudy Gay posted 19 points off the bench in what was the team 's third straight loss ."
30,March,2018,Friday,2017,Philips Arena,Atlanta,Georgia,16600,18100,4015,"The Philadelphia 76ers defeated the Atlanta Hawks , 101 - 91 , at Philips Arena on Friday . The 76ers ( 45 - 30 ) are riding an impressive streak and once again they delivered a strong performance to extend their winning run to nine games . The Sixers jumped to a 30 - 27 lead in the first quarter , and they extended their advantage to six points ( 47 - 41 ) at half time . The Hawks ( 21 - 54 ) tried to bounce back , but Philly ran away for good in the third with an impressive 39 - 18 advantage . The game was all but over entering the fourth and while Atlanta won the final 12 minutes by a 32 - 15 score , the damage had been done already . The Sixers pushed their winning run and keep proving they are hitting top gear right when it matters the most . The absence of Joel Embiid did n't hurt Philadelphia , as Ben Simmons had another triple - double thanks to 13 points , 12 rebounds , and 11 assists . J.J. Redick had 19 points , and Robert Covington delivered 10 points . The team 's top scorer came off the bench , however , as Ersan Ilyasova led the way for Philly with 21 points and 16 rebounds coming off the bench . Marco Belinelli ( 11 points ) and Markelle Fultz ( 10 points ) had strong efforts off the bench as well . Isaiah Taylor started in place of Dennis Schroder , and delivered a strong performance of 12 points and seven assists . Damion Lee paced Atlanta 's offense with 20 points and four rebounds . Taurean Prince had 12 points , and Dewayne Dedmon delivered a strong double double of 11 points and 15 rebounds . Tyler Dorsey scored 10 points off the bench ."
